Year,stat1,stat2,stat3,stat4,stat5,stat6,stat7,stat8,stat9,stat10,stat11,stat12,stat13,stat14,stat15,stat16,stat17,stat18,stat19,stat20,stat21,stat22,stat23
2006,28.8980446927374,31.0509589041096,28.4921739130435,29.4838356164384,30.0101369863014,29.0315217391304,29.0967123287671,23.8358126721763,29.1765363128492,29.801095890411,28.6416438356164,28.2983561643836,27.8681440443213,30.0293150684932,30.6769230769231,30.4131506849315,29.3333333333333,29.8742465753425,29.2299450549451,30.5928767123288,28.2426966292135,30.3576923076923,30.5262626262626
2007,29.4986072423398,31.3120547945206,29.2586301369863,30.0646575342466,30.6230136986301,28.9913580246914,28.8402739726027,24.5,29.3096952908587,30.5598901098901,29.2079452054795,28.9178082191781,28.2961432506887,30.4044077134986,31.785552407932,30.7016438356164,29.3639393939394,29.8890410958904,29.3915068493151,31.6947945205479,28.8672897196262,30.7150684931507,30.6924637681159
2008,29.2710743801653,31.1677595628415,29.4972677595628,29.9292349726776,30.1615384615385,29.2869080779944,29.0715846994536,24.0560109289617,29.3757660167131,29.8841530054645,29.0368852459016,28.5819444444444,28.4661157024793,30.1814207650273,31.2403314917127,30.4748633879781,29.2967032967033,29.8748633879781,29.3708487084871,30.8083333333333,28.6335164835165,30.6513661202186,30.3929012345679
2009,28.3573407202216,30.5345205479452,29.1249315068493,28.9172602739726,29.6063186813187,28.8914191419142,28.9859281437126,23.0493112947658,28.2594520547945,29.3838356164384,28.0802739726027,28.0542372881356,28.6649289099526,29.3955922865014,30.777245508982,29.8115068493151,28.4958904109589,29.609880239521,28.6077611940299,30.1575342465753,27.7372602739726,29.5380165289256,29.0784671532847
2010,29.2525280898876,31.5678670360111,29.1808219178082,29.4452054794521,30.9848066298343,29.2892063492063,28.9983552631579,24.1249315068493,29.1283746556474,30.6156164383562,28.9331506849315,29.0566878980892,NaN,30.4438356164384,31.9821727019499,30.5095890410959,29.185,29.4783882783883,29.1129476584022,31.0712574850299,28.3725274725275,30.8320547945205,30.2448275862069
2011,29.6289325842697,31.2145205479452,29.4249307479224,29.492602739726,30.5575144508671,29.3509589041096,28.995223880597,24.1846575342466,29.4661111111111,30.0016438356164,29.1002739726027,28.9825174825175,28.3656126482214,30.0934246575342,31.1731506849315,30.4934246575342,29.6347945205479,29.6545205479452,29.535628742515,30.5365269461078,28.8056074766355,31.1516447368421,30.1783018867925
2012,29.0679245283019,30.962996941896,28.8371584699454,28.9413698630137,30.2846385542169,28.9834710743802,29.1324817518248,23.6453296703297,29.00956284153,29.7609289617486,28.4655737704918,28.2645161290323,27.1218855218855,29.6286111111111,30.8285234899329,30.2301587301587,29.2426997245179,29.3619178082192,28.9348837209302,30.5288461538461,28.8312727272727,30.1647540983607,29.7821917808219
2013,29.7791540785499,31.4547945205479,29.2249315068493,29.6193370165746,30.3378378378378,29.2857534246575,28.845041322314,23.858904109589,29.76,29.96,29.0021917808219,29.016796875,28.8854794520548,30.0167123287671,31.3396363636364,30.6867768595041,29.3106849315069,29.709604519774,29.4391304347826,31.0835526315789,28.9029304029304,30.8391044776119,30.2701492537313
2014,28.5365853658537,31.5742296918768,28.7196153846154,29.1123287671233,30.2427397260274,29.5449101796407,28.4313868613139,24.2331506849315,29.433676975945,30.2665753424658,28.6347945205479,28.3095238095238,27.9832335329341,29.9258953168044,31.5008241758242,30.7190082644628,29.0854794520548,29.9446666666667,29.0342767295598,31.6146005509642,29.2420664206642,31.7872928176796,29.0111111111111
2015,28.3525,31.2250704225352,28.953982300885,28.6345303867403,30.1605479452055,28.9236263736264,27.9498141263941,22.9515068493151,29.2,30.1495890410959,28.2058011049724,28.5296529968454,27.0313432835821,29.7197260273973,31.3199445983379,30.4473684210526,28.6574175824176,29.2599173553719,28.955487804878,31.6895384615385,30.5904347826087,31.0630718954248,29.6594202898551
2016,28.3845070422535,31.8947368421053,30.2054744525547,29.2783561643836,30.3174285714286,29.6980609418283,28.5474626865672,24.3592896174863,29.9694630872483,30.3614754098361,28.948087431694,28.9170278637771,27.6448387096774,29.954958677686,31.6855967078189,30.8188059701493,29.0207236842105,30.2209302325581,NaN,30.377366255144,29.2744827586207,31.2835164835165,30.4372372372372
2017,28.9734328358209,31.5720994475138,29.2377192982456,29.0652661064426,30.8122905027933,29.6331506849315,28.5062874251497,24.2224657534247,29.7629955947137,30.6112328767123,29.0312328767123,28.825,27.7946107784431,30.4876160990712,32.1092307692308,30.8584717607973,29.0215568862275,29.1078651685393,NaN,30.7694078947368,29.7050980392157,31.3356617647059,30.8716666666667
2018,29.343537414966,31.3243835616438,29.2094696969697,29.148595505618,30.5108843537415,29.4741741741742,28.4571428571429,24.2383561643836,29.4909465020576,30.2493150684931,29.0192307692308,29.231724137931,29.4387096774194,29.9898071625344,31.3031802120141,30.7701342281879,28.9326923076923,29.4622009569378,28.5088235294118,31.156652360515,29.3375886524823,30.7039039039039,30.319795221843
2019,29.171472392638,32.0037037037037,28.7019607843137,28.9288088642659,31.0840659340659,29.0619178082192,28.5814371257485,24.0687671232877,29.4592452830189,30.8956164383562,28.914010989011,29.048,28.4689768976898,30.0619178082192,31.2070945945946,30.9375912408759,28.8367123287671,29.3759336099585,28.7531135531136,31.6069565217391,28.5515037593985,30.6970464135021,30.810393258427
2020,29.0059668508287,32.098106060606,29.5595808383234,29.3396174863388,31.2374316939891,29.3466216216216,28.4951219512195,24.0852459016393,29.8498360655738,30.5390710382514,29.2330555555556,29.1584269662921,28.1098360655738,30.1832417582418,31.5582317073171,30.8668711656442,29.2687022900763,29.334628975265,29.3825072886297,31.3367952522255,28.6958990536278,31.5273026315789,30.5624277456647
2021,29.2376770538244,30.8614173228346,29.6396103896104,29.5393351800554,31.1840220385675,NaN,28.7097472924188,24.2468493150685,NaN,30.332602739726,29.5164383561644,29.7152542372881,28.160650887574,29.9519662921348,31.1207865168539,30.7796380090498,NaN,29.6310218978102,29.2272435897436,31.3147058823529,28.9894080996885,31.2496951219512,29.794347826087
2022,30.5842741935484,31.3909589041096,29.9215976331361,30.1447222222222,31.4094444444444,29.8375350140056,29.4315286624204,24.857967032967,NaN,30.6564383561644,30.0646575342466,30.986524822695,29.1968115942029,30.291091954023,31.3502127659574,30.8271293375394,29.8236666666667,29.8632835820895,29.8314465408805,31.0711598746082,29.8480836236934,31.913309352518,30.5889763779528
2023,29.1830128205128,31.1488054607508,29.2402985074627,29.4653739612188,30.9399433427762,29.4871232876712,28.7381231671554,24.4191780821918,NaN,30.3550684931507,29.5299450549451,30.2149253731343,28.7289361702128,30.0768361581921,31.235691318328,31.0184573002755,28.60395256917,29.8239393939394,29.5153409090909,31.4395833333333,29.1883720930232,31.0300341296928,29.604958677686
